GEOID,Location,POP,Total_Households,Median_HH_Income,Low_Income_HH,Low_Income_Rate,HH_SNAP,SNAP_Rate,Public_Assistance_HH,Public_Assistance_Rate,Children_0_17,Children_0_4,Children_5_17,Child_Dependency_Rate,Elderly_65_Plus,Elderly_65_74,Elderly_75_Plus,Elderly_Dependency_Rate,Total_Dependency_Rate,HH_With_Children,HH_With_Children_Rate,Single_Parent_HH,Single_Parent_Rate,Renter_Occupied,Renter_Rate,Vacant_Housing_Units,Vacancy_Rate,Built_Before_1940,Old_Housing_Rate,Total_Workers,Workers_No_Car,No_Car_Rate,HH_No_Internet,No_Internet_Rate
291892156003,"Block Group, St. Louis County, Missouri",844,337,51800,32,9.7,21,6.5,6,2.0,151,37,113,18.0,143,84,59,17.0,35.0,94,28.0,26,8.0,104,31.0,26,8.0,0,0.0,337,27,8.0,13,4.0
291892157001,"Block Group, St. Louis County, Missouri",890,356,89967,34,9.7,23,6.5,7,2.0,160,40,120,18.0,151,89,62,17.0,35.0,99,28.0,28,8.0,110,31.0,28,8.0,0,0.0,356,28,8.0,14,4.0
291892157002,"Block Group, St. Louis County, Missouri",812,324,55196,31,9.7,21,6.5,6,2.0,146,36,109,18.0,138,81,56,17.0,35.0,90,28.0,25,8.0,100,31.0,25,8.0,0,0.0,324,25,8.0,12,4.0
291892157003,"Block Group, St. Louis County, Missouri",1411,564,76323,54,9.7,36,6.5,11,2.0,253,63,190,18.0,239,141,98,17.0,35.0,157,28.0,45,8.0,174,31.0,45,8.0,0,0.0,564,45,8.0,22,4.0
291892157004,"Block Group, St. Louis County, Missouri",1513,605,92549,58,9.7,39,6.5,12,2.0,272,68,204,18.0,257,151,105,17.0,35.0,169,28.0,48,8.0,187,31.0,48,8.0,0,0.0,605,48,8.0,24,4.0
291892157005,"Block Group, St. Louis County, Missouri",1336,534,61974,51,9.7,34,6.5,10,2.0,240,60,180,18.0,227,133,93,17.0,35.0,149,28.0,42,8.0,165,31.0,42,8.0,0,0.0,534,42,8.0,21,4.0
291892157006,"Block Group, St. Louis County, Missouri",1290,516,88944,50,9.7,33,6.5,10,2.0,232,58,174,18.0,219,129,90,17.0,35.0,144,28.0,41,8.0,159,31.0,41,8.0,0,0.0,516,41,8.0,20,4.0
291892158011,"Block Group, St. Louis County, Missouri",1105,442,59879,42,9.7,28,6.5,8,2.0,198,49,149,18.0,187,110,77,17.0,35.0,123,28.0,35,8.0,137,31.0,35,8.0,0,0.0,442,35,8.0,17,4.0
291892158012,"Block Group, St. Louis County, Missouri",1783,713,75212,69,9.7,46,6.5,14,2.0,320,80,240,18.0,303,178,124,17.0,35.0,199,28.0,57,8.0,221,31.0,57,8.0,0,0.0,713,57,8.0,28,4.0
291892158013,"Block Group, St. Louis County, Missouri",1175,470,81680,45,9.7,30,6.5,9,2.0,211,52,158,18.0,199,117,82,17.0,35.0,131,28.0,37,8.0,145,31.0,37,8.0,0,0.0,470,37,8.0,18,4.0
291892158021,"Block Group, St. Louis County, Missouri",1754,701,85395,67,9.7,45,6.5,14,2.0,315,78,236,18.0,298,175,122,17.0,35.0,196,28.0,56,8.0,217,31.0,56,8.0,0,0.0,701,56,8.0,28,4.0
291892158022,"Block Group, St. Louis County, Missouri",1206,482,91673,46,9.7,31,6.5,9,2.0,217,54,162,18.0,205,120,84,17.0,35.0,134,28.0,38,8.0,149,31.0,38,8.0,0,0.0,482,38,8.0,19,4.0
291892158031,"Block Group, St. Louis County, Missouri",2203,881,102257,85,9.7,57,6.5,17,2.0,396,99,297,18.0,374,220,154,17.0,35.0,246,28.0,70,8.0,273,31.0,70,8.0,0,0.0,881,70,8.0,35,4.0
291892158032,"Block Group, St. Louis County, Missouri",1610,644,64606,62,9.7,41,6.5,12,2.0,289,72,217,18.0,273,161,112,17.0,35.0,180,28.0,51,8.0,199,31.0,51,8.0,0,0.0,644,51,8.0,25,4.0
291892158033,"Block Group, St. Louis County, Missouri",2848,1139,63461,110,9.7,74,6.5,22,2.0,512,128,384,18.0,484,284,199,17.0,35.0,318,28.0,91,8.0,353,31.0,91,8.0,0,0.0,1139,91,8.0,45,4.0
291892159011,"Block Group, St. Louis County, Missouri",1190,476,70942,46,9.7,30,6.5,9,2.0,214,53,160,18.0,202,119,83,17.0,35.0,133,28.0,38,8.0,147,31.0,38,8.0,0,0.0,476,38,8.0,19,4.0
291892159012,"Block Group, St. Louis County, Missouri",1994,797,87744,77,9.7,51,6.5,15,2.0,358,89,269,18.0,338,199,139,17.0,35.0,223,28.0,63,8.0,247,31.0,63,8.0,0,0.0,797,63,8.0,31,4.0
291892159013,"Block Group, St. Louis County, Missouri",766,306,85454,29,9.7,19,6.5,6,2.0,137,34,103,18.0,130,76,53,17.0,35.0,85,28.0,24,8.0,94,31.0,24,8.0,0,0.0,306,24,8.0,12,4.0
291892159014,"Block Group, St. Louis County, Missouri",1559,623,76663,60,9.7,40,6.5,12,2.0,280,70,210,18.0,265,155,109,17.0,35.0,174,28.0,49,8.0,193,31.0,49,8.0,0,0.0,623,49,8.0,24,4.0
291892159021,"Block Group, St. Louis County, Missouri",849,339,70565,32,9.7,22,6.5,6,2.0,152,38,114,18.0,144,84,59,17.0,35.0,94,28.0,27,8.0,105,31.0,27,8.0,0,0.0,339,27,8.0,13,4.0
291892159022,"Block Group, St. Louis County, Missouri",1164,465,81781,45,9.7,30,6.5,9,2.0,209,52,157,18.0,197,116,81,17.0,35.0,130,28.0,37,8.0,144,31.0,37,8.0,0,0.0,465,37,8.0,18,4.0
291892159023,"Block Group, St. Louis County, Missouri",1130,452,92469,43,9.7,29,6.5,9,2.0,203,50,152,18.0,192,113,79,17.0,35.0,126,28.0,36,8.0,140,31.0,36,8.0,0,0.0,452,36,8.0,18,4.0
291892160001,"Block Group, St. Louis County, Missouri",958,383,55470,37,9.7,24,6.5,7,2.0,172,43,129,18.0,162,95,67,17.0,35.0,107,28.0,30,8.0,118,31.0,30,8.0,0,0.0,383,30,8.0,15,4.0
291892160002,"Block Group, St. Louis County, Missouri",1042,416,101674,40,9.7,27,6.5,8,2.0,187,46,140,18.0,177,104,72,17.0,35.0,116,28.0,33,8.0,128,31.0,33,8.0,0,0.0,416,33,8.0,16,4.0
291892161011,"Block Group, St. Louis County, Missouri",1109,443,116553,42,9.7,28,6.5,8,2.0,199,49,149,18.0,188,110,77,17.0,35.0,124,28.0,35,8.0,137,31.0,35,8.0,0,0.0,443,35,8.0,17,4.0
291892161012,"Block Group, St. Louis County, Missouri",1537,614,63974,59,9.7,39,6.5,12,2.0,276,69,207,18.0,261,153,107,17.0,35.0,171,28.0,49,8.0,190,31.0,49,8.0,0,0.0,614,49,8.0,24,4.0
291892161013,"Block Group, St. Louis County, Missouri",1004,401,85091,38,9.7,26,6.5,8,2.0,180,45,135,18.0,170,100,70,17.0,35.0,112,28.0,32,8.0,124,31.0,32,8.0,0,0.0,401,32,8.0,16,4.0
291892161021,"Block Group, St. Louis County, Missouri",866,346,117059,33,9.7,22,6.5,6,2.0,155,38,116,18.0,147,86,60,17.0,35.0,96,28.0,27,8.0,107,31.0,27,8.0,0,0.0,346,27,8.0,13,4.0
291892161022,"Block Group, St. Louis County, Missouri",941,376,91655,36,9.7,24,6.5,7,2.0,169,42,127,18.0,159,94,65,17.0,35.0,105,28.0,30,8.0,116,31.0,30,8.0,0,0.0,376,30,8.0,15,4.0
291892162011,"Block Group, St. Louis County, Missouri",1926,770,79802,74,9.7,50,6.5,15,2.0,346,86,260,18.0,327,192,134,17.0,35.0,215,28.0,61,8.0,238,31.0,61,8.0,0,0.0,770,61,8.0,30,4.0
291892162012,"Block Group, St. Louis County, Missouri",939,375,77345,36,9.7,24,6.5,7,2.0,169,42,126,18.0,159,93,65,17.0,35.0,105,28.0,30,8.0,116,31.0,30,8.0,0,0.0,375,30,8.0,15,4.0
291892162013,"Block Group, St. Louis County, Missouri",1485,594,94577,57,9.7,38,6.5,11,2.0,267,66,200,18.0,252,148,103,17.0,35.0,166,28.0,47,8.0,184,31.0,47,8.0,0,0.0,594,47,8.0,23,4.0
291892162014,"Block Group, St. Louis County, Missouri",1362,544,60437,52,9.7,35,6.5,10,2.0,245,61,183,18.0,231,136,95,17.0,35.0,152,28.0,43,8.0,168,31.0,43,8.0,0,0.0,544,43,8.0,21,4.0
291892162021,"Block Group, St. Louis County, Missouri",1357,542,71340,52,9.7,35,6.5,10,2.0,244,61,183,18.0,230,135,94,17.0,35.0,151,28.0,43,8.0,168,31.0,43,8.0,0,0.0,542,43,8.0,21,4.0
291892162022,"Block Group, St. Louis County, Missouri",462,184,70977,17,9.7,11,6.5,3,2.0,83,20,62,18.0,78,46,32,17.0,35.0,51,28.0,14,8.0,57,31.0,14,8.0,0,0.0,184,14,8.0,7,4.0
291892162023,"Block Group, St. Louis County, Missouri",764,305,90243,29,9.7,19,6.5,6,2.0,137,34,103,18.0,129,76,53,17.0,35.0,85,28.0,24,8.0,94,31.0,24,8.0,0,0.0,305,24,8.0,12,4.0
291892162024,"Block Group, St. Louis County, Missouri",2121,848,109322,82,9.7,55,6.5,16,2.0,381,95,286,18.0,360,212,148,17.0,35.0,237,28.0,67,8.0,262,31.0,67,8.0,0,0.0,848,67,8.0,33,4.0
291892163001,"Block Group, St. Louis County, Missouri",1109,443,74430,42,9.7,28,6.5,8,2.0,199,49,149,18.0,188,110,77,17.0,35.0,124,28.0,35,8.0,137,31.0,35,8.0,0,0.0,443,35,8.0,17,4.0
291892163002,"Block Group, St. Louis County, Missouri",1616,646,97360,62,9.7,41,6.5,12,2.0,290,72,218,18.0,274,161,113,17.0,35.0,180,28.0,51,8.0,200,31.0,51,8.0,0,0.0,646,51,8.0,25,4.0
291892163003,"Block Group, St. Louis County, Missouri",1171,468,79301,45,9.7,30,6.5,9,2.0,210,52,158,18.0,199,117,81,17.0,35.0,131,28.0,37,8.0,145,31.0,37,8.0,0,0.0,468,37,8.0,18,4.0
291892164011,"Block Group, St. Louis County, Missouri",2227,890,79829,86,9.7,57,6.5,17,2.0,400,100,300,18.0,378,222,155,17.0,35.0,249,28.0,71,8.0,275,31.0,71,8.0,0,0.0,890,71,8.0,35,4.0
291892164012,"Block Group, St. Louis County, Missouri",1144,457,83239,44,9.7,29,6.5,9,2.0,205,51,154,18.0,194,114,80,17.0,35.0,127,28.0,36,8.0,141,31.0,36,8.0,0,0.0,457,36,8.0,18,4.0
291892164013,"Block Group, St. Louis County, Missouri",1573,629,66116,61,9.7,40,6.5,12,2.0,283,70,212,18.0,267,157,110,17.0,35.0,176,28.0,50,8.0,194,31.0,50,8.0,0,0.0,629,50,8.0,25,4.0
291892164021,"Block Group, St. Louis County, Missouri",1240,496,63945,48,9.7,32,6.5,9,2.0,223,55,167,18.0,210,124,86,17.0,35.0,138,28.0,39,8.0,153,31.0,39,8.0,0,0.0,496,39,8.0,19,4.0
291892164022,"Block Group, St. Louis County, Missouri",1228,491,109594,47,9.7,31,6.5,9,2.0,221,55,165,18.0,208,122,85,17.0,35.0,137,28.0,39,8.0,152,31.0,39,8.0,0,0.0,491,39,8.0,19,4.0
291892164023,"Block Group, St. Louis County, Missouri",1638,655,80052,63,9.7,42,6.5,13,2.0,294,73,221,18.0,278,163,114,17.0,35.0,183,28.0,52,8.0,203,31.0,52,8.0,0,0.0,655,52,8.0,26,4.0
291892165001,"Block Group, St. Louis County, Missouri",964,385,76769,37,9.7,25,6.5,7,2.0,173,43,130,18.0,163,96,67,17.0,35.0,107,28.0,30,8.0,119,31.0,30,8.0,0,0.0,385,30,8.0,15,4.0
291892165002,"Block Group, St. Louis County, Missouri",1762,704,73015,68,9.7,45,6.5,14,2.0,317,79,237,18.0,299,176,123,17.0,35.0,197,28.0,56,8.0,218,31.0,56,8.0,0,0.0,704,56,8.0,28,4.0
291892165003,"Block Group, St. Louis County, Missouri",1923,769,60836,74,9.7,49,6.5,15,2.0,346,86,259,18.0,326,192,134,17.0,35.0,215,28.0,61,8.0,238,31.0,61,8.0,0,0.0,769,61,8.0,30,4.0
291892165004,"Block Group, St. Louis County, Missouri",1223,489,107582,47,9.7,31,6.5,9,2.0,220,55,165,18.0,207,122,85,17.0,35.0,136,28.0,39,8.0,151,31.0,39,8.0,0,0.0,489,39,8.0,19,4.0
291892166001,"Block Group, St. Louis County, Missouri",532,212,99267,20,9.7,13,6.5,4,2.0,95,23,71,18.0,90,53,37,17.0,35.0,59,28.0,16,8.0,65,31.0,16,8.0,0,0.0,212,17,8.0,8,4.0
291892166002,"Block Group, St. Louis County, Missouri",595,238,80089,23,9.7,15,6.5,4,2.0,107,26,80,18.0,101,59,41,17.0,35.0,66,28.0,19,8.0,73,31.0,19,8.0,0,0.0,238,19,8.0,9,4.0
291892166003,"Block Group, St. Louis County, Missouri",1270,508,93805,49,9.7,33,6.5,10,2.0,228,57,171,18.0,215,127,88,17.0,35.0,142,28.0,40,8.0,157,31.0,40,8.0,0,0.0,508,40,8.0,20,4.0
291892167001,"Block Group, St. Louis County, Missouri",100,40,52673,3,9.7,2,6.5,0,2.0,18,4,13,18.0,17,10,7,17.0,35.0,11,28.0,3,8.0,12,31.0,3,8.0,0,0.0,40,3,8.0,1,4.0
291892167002,"Block Group, St. Louis County, Missouri",1112,444,81994,43,9.7,28,6.5,8,2.0,200,50,150,18.0,189,111,77,17.0,35.0,124,28.0,35,8.0,137,31.0,35,8.0,0,0.0,444,35,8.0,17,4.0
291892167003,"Block Group, St. Louis County, Missouri",980,392,78127,38,9.7,25,6.5,7,2.0,176,44,132,18.0,166,98,68,17.0,35.0,109,28.0,31,8.0,121,31.0,31,8.0,0,0.0,392,31,8.0,15,4.0
291892167004,"Block Group, St. Louis County, Missouri",863,345,75421,33,9.7,22,6.5,6,2.0,155,38,116,18.0,146,86,60,17.0,35.0,96,28.0,27,8.0,106,31.0,27,8.0,0,0.0,345,27,8.0,13,4.0
291892168001,"Block Group, St. Louis County, Missouri",999,399,85101,38,9.7,25,6.5,7,2.0,179,44,134,18.0,169,99,69,17.0,35.0,111,28.0,31,8.0,123,31.0,31,8.0,0,0.0,399,31,8.0,15,4.0
291892168002,"Block Group, St. Louis County, Missouri",1573,629,102934,61,9.7,40,6.5,12,2.0,283,70,212,18.0,267,157,110,17.0,35.0,176,28.0,50,8.0,194,31.0,50,8.0,0,0.0,629,50,8.0,25,4.0
291892168003,"Block Group, St. Louis County, Missouri",1076,430,76671,41,9.7,27,6.5,8,2.0,193,48,145,18.0,182,107,75,17.0,35.0,120,28.0,34,8.0,133,31.0,34,8.0,0,0.0,430,34,8.0,17,4.0
291892169001,"Block Group, St. Louis County, Missouri",1359,543,77017,52,9.7,35,6.5,10,2.0,244,61,183,18.0,231,135,95,17.0,35.0,152,28.0,43,8.0,168,31.0,43,8.0,0,0.0,543,43,8.0,21,4.0
291892169002,"Block Group, St. Louis County, Missouri",1319,527,58008,51,9.7,34,6.5,10,2.0,237,59,178,18.0,224,131,92,17.0,35.0,147,28.0,42,8.0,163,31.0,42,8.0,0,0.0,527,42,8.0,21,4.0
291892170001,"Block Group, St. Louis County, Missouri",1489,595,67713,57,9.7,38,6.5,11,2.0,268,67,201,18.0,253,148,104,17.0,35.0,166,28.0,47,8.0,184,31.0,47,8.0,0,0.0,595,47,8.0,23,4.0
291892170002,"Block Group, St. Louis County, Missouri",955,382,57619,37,9.7,24,6.5,7,2.0,171,42,128,18.0,162,95,66,17.0,35.0,106,28.0,30,8.0,118,31.0,30,8.0,0,0.0,382,30,8.0,15,4.0
291892170003,"Block Group, St. Louis County, Missouri",1806,722,79331,70,9.7,46,6.5,14,2.0,325,81,243,18.0,307,180,126,17.0,35.0,202,28.0,57,8.0,223,31.0,57,8.0,0,0.0,722,57,8.0,28,4.0
291892170004,"Block Group, St. Louis County, Missouri",1802,720,85525,69,9.7,46,6.5,14,2.0,324,81,243,18.0,306,180,126,17.0,35.0,201,28.0,57,8.0,223,31.0,57,8.0,0,0.0,720,57,8.0,28,4.0
291892172001,"Block Group, St. Louis County, Missouri",655,262,65185,25,9.7,17,6.5,5,2.0,117,29,88,18.0,111,65,45,17.0,35.0,73,28.0,20,8.0,81,31.0,20,8.0,0,0.0,262,20,8.0,10,4.0
291892172002,"Block Group, St. Louis County, Missouri",1644,657,69955,63,9.7,42,6.5,13,2.0,295,73,221,18.0,279,164,115,17.0,35.0,183,28.0,52,8.0,203,31.0,52,8.0,0,0.0,657,52,8.0,26,4.0
291892173001,"Block Group, St. Louis County, Missouri",901,360,78750,34,9.7,23,6.5,7,2.0,162,40,121,18.0,153,90,63,17.0,35.0,100,28.0,28,8.0,111,31.0,28,8.0,0,0.0,360,28,8.0,14,4.0
291892173002,"Block Group, St. Louis County, Missouri",1268,507,66262,49,9.7,32,6.5,10,2.0,228,57,171,18.0,215,126,88,17.0,35.0,141,28.0,40,8.0,157,31.0,40,8.0,0,0.0,507,40,8.0,20,4.0
291892173003,"Block Group, St. Louis County, Missouri",1208,483,74263,46,9.7,31,6.5,9,2.0,217,54,163,18.0,205,120,84,17.0,35.0,135,28.0,38,8.0,149,31.0,38,8.0,0,0.0,483,38,8.0,19,4.0
291892174001,"Block Group, St. Louis County, Missouri",298,119,88980,11,9.7,7,6.5,2,2.0,53,13,40,18.0,50,29,20,17.0,35.0,33,28.0,9,8.0,36,31.0,9,8.0,0,0.0,119,9,8.0,4,4.0
291892174002,"Block Group, St. Louis County, Missouri",1013,405,101007,39,9.7,26,6.5,8,2.0,182,45,136,18.0,172,101,70,17.0,35.0,113,28.0,32,8.0,125,31.0,32,8.0,0,0.0,405,32,8.0,16,4.0
291892174003,"Block Group, St. Louis County, Missouri",877,350,57747,33,9.7,22,6.5,7,2.0,157,39,118,18.0,149,87,61,17.0,35.0,98,28.0,28,8.0,108,31.0,28,8.0,0,0.0,350,28,8.0,14,4.0
291892174004,"Block Group, St. Louis County, Missouri",1817,726,57665,70,9.7,47,6.5,14,2.0,327,81,245,18.0,308,181,127,17.0,35.0,203,28.0,58,8.0,225,31.0,58,8.0,0,0.0,726,58,8.0,29,4.0
291892175001,"Block Group, St. Louis County, Missouri",1084,433,90401,42,9.7,28,6.5,8,2.0,195,48,146,18.0,184,108,75,17.0,35.0,121,28.0,34,8.0,134,31.0,34,8.0,0,0.0,433,34,8.0,17,4.0
291892175002,"Block Group, St. Louis County, Missouri",1207,482,56608,46,9.7,31,6.5,9,2.0,217,54,162,18.0,205,120,84,17.0,35.0,134,28.0,38,8.0,149,31.0,38,8.0,0,0.0,482,38,8.0,19,4.0
291892175003,"Block Group, St. Louis County, Missouri",1415,566,78526,54,9.7,36,6.5,11,2.0,254,63,191,18.0,240,141,99,17.0,35.0,158,28.0,45,8.0,175,31.0,45,8.0,0,0.0,566,45,8.0,22,4.0
291892175004,"Block Group, St. Louis County, Missouri",1856,742,90270,71,9.7,48,6.5,14,2.0,334,83,250,18.0,315,185,129,17.0,35.0,207,28.0,59,8.0,230,31.0,59,8.0,0,0.0,742,59,8.0,29,4.0
291892175005,"Block Group, St. Louis County, Missouri",2560,1024,56752,99,9.7,66,6.5,20,2.0,460,115,345,18.0,435,256,179,17.0,35.0,286,28.0,81,8.0,317,31.0,81,8.0,0,0.0,1024,81,8.0,40,4.0
291892176001,"Block Group, St. Louis County, Missouri",1331,532,65441,51,9.7,34,6.5,10,2.0,239,59,179,18.0,226,133,93,17.0,35.0,148,28.0,42,8.0,164,31.0,42,8.0,0,0.0,532,42,8.0,21,4.0
291892176002,"Block Group, St. Louis County, Missouri",1804,721,93768,69,9.7,46,6.5,14,2.0,324,81,243,18.0,306,180,126,17.0,35.0,201,28.0,57,8.0,223,31.0,57,8.0,0,0.0,721,57,8.0,28,4.0
291892176003,"Block Group, St. Louis County, Missouri",1643,657,69781,63,9.7,42,6.5,13,2.0,295,73,221,18.0,279,164,115,17.0,35.0,183,28.0,52,8.0,203,31.0,52,8.0,0,0.0,657,52,8.0,26,4.0
291892176004,"Block Group, St. Louis County, Missouri",1040,416,50995,40,9.7,27,6.5,8,2.0,187,46,140,18.0,176,104,72,17.0,35.0,116,28.0,33,8.0,128,31.0,33,8.0,0,0.0,416,33,8.0,16,4.0
291892177011,"Block Group, St. Louis County, Missouri",2027,810,89064,78,9.7,52,6.5,16,2.0,364,91,273,18.0,344,202,141,17.0,35.0,226,28.0,64,8.0,251,31.0,64,8.0,0,0.0,810,64,8.0,32,4.0
291892177012,"Block Group, St. Louis County, Missouri",1235,494,95443,47,9.7,32,6.5,9,2.0,222,55,166,18.0,209,123,86,17.0,35.0,138,28.0,39,8.0,153,31.0,39,8.0,0,0.0,494,39,8.0,19,4.0
291892177013,"Block Group, St. Louis County, Missouri",1641,656,96069,63,9.7,42,6.5,13,2.0,295,73,221,18.0,278,164,114,17.0,35.0,183,28.0,52,8.0,203,31.0,52,8.0,0,0.0,656,52,8.0,26,4.0
291892177021,"Block Group, St. Louis County, Missouri",687,274,70733,26,9.7,17,6.5,5,2.0,123,30,92,18.0,116,68,48,17.0,35.0,76,28.0,21,8.0,84,31.0,21,8.0,0,0.0,274,21,8.0,10,4.0
291892177022,"Block Group, St. Louis County, Missouri",1418,567,86772,54,9.7,36,6.5,11,2.0,255,63,191,18.0,241,141,99,17.0,35.0,158,28.0,45,8.0,175,31.0,45,8.0,0,0.0,567,45,8.0,22,4.0
291892177023,"Block Group, St. Louis County, Missouri",1724,689,66311,66,9.7,44,6.5,13,2.0,310,77,232,18.0,293,172,120,17.0,35.0,192,28.0,55,8.0,213,31.0,55,8.0,0,0.0,689,55,8.0,27,4.0
291892177024,"Block Group, St. Louis County, Missouri",1391,556,114521,53,9.7,36,6.5,11,2.0,250,62,187,18.0,236,139,97,17.0,35.0,155,28.0,44,8.0,172,31.0,44,8.0,0,0.0,556,44,8.0,22,4.0
291892177025,"Block Group, St. Louis County, Missouri",1618,647,94499,62,9.7,42,6.5,12,2.0,291,72,218,18.0,275,161,113,17.0,35.0,181,28.0,51,8.0,200,31.0,51,8.0,0,0.0,647,51,8.0,25,4.0
291892178021,"Block Group, St. Louis County, Missouri",1332,532,92955,51,9.7,34,6.5,10,2.0,239,59,179,18.0,226,133,93,17.0,35.0,148,28.0,42,8.0,164,31.0,42,8.0,0,0.0,532,42,8.0,21,4.0
291892178022,"Block Group, St. Louis County, Missouri",2065,826,83040,80,9.7,53,6.5,16,2.0,371,92,278,18.0,351,206,144,17.0,35.0,231,28.0,66,8.0,256,31.0,66,8.0,0,0.0,826,66,8.0,33,4.0
291892178023,"Block Group, St. Louis County, Missouri",1832,732,68313,71,9.7,47,6.5,14,2.0,329,82,247,18.0,311,183,128,17.0,35.0,204,28.0,58,8.0,226,31.0,58,8.0,0,0.0,732,58,8.0,29,4.0
291892178024,"Block Group, St. Louis County, Missouri",1577,630,95004,61,9.7,40,6.5,12,2.0,283,70,212,18.0,268,157,110,17.0,35.0,176,28.0,50,8.0,195,31.0,50,8.0,0,0.0,630,50,8.0,25,4.0
291892178061,"Block Group, St. Louis County, Missouri",1037,414,97912,40,9.7,26,6.5,8,2.0,186,46,139,18.0,176,103,72,17.0,35.0,115,28.0,33,8.0,128,31.0,33,8.0,0,0.0,414,33,8.0,16,4.0
291892178062,"Block Group, St. Louis County, Missouri",1068,427,69362,41,9.7,27,6.5,8,2.0,192,48,144,18.0,181,106,74,17.0,35.0,119,28.0,34,8.0,132,31.0,34,8.0,0,0.0,427,34,8.0,17,4.0
291892178063,"Block Group, St. Louis County, Missouri",1339,535,110420,51,9.7,34,6.5,10,2.0,241,60,180,18.0,227,133,93,17.0,35.0,149,28.0,42,8.0,165,31.0,42,8.0,0,0.0,535,42,8.0,21,4.0
291892178071,"Block Group, St. Louis County, Missouri",1464,585,95477,56,9.7,38,6.5,11,2.0,263,65,197,18.0,248,146,102,17.0,35.0,163,28.0,46,8.0,181,31.0,46,8.0,0,0.0,585,46,8.0,23,4.0
291892178072,"Block Group, St. Louis County, Missouri",1045,418,82603,40,9.7,27,6.5,8,2.0,188,47,141,18.0,177,104,73,17.0,35.0,117,28.0,33,8.0,129,31.0,33,8.0,0,0.0,418,33,8.0,16,4.0
291892178073,"Block Group, St. Louis County, Missouri",867,346,72874,33,9.7,22,6.5,6,2.0,156,39,117,18.0,147,86,60,17.0,35.0,96,28.0,27,8.0,107,31.0,27,8.0,0,0.0,346,27,8.0,13,4.0
291892178074,"Block Group, St. Louis County, Missouri",1675,670,80865,64,9.7,43,6.5,13,2.0,301,75,226,18.0,284,167,117,17.0,35.0,187,28.0,53,8.0,207,31.0,53,8.0,0,0.0,670,53,8.0,26,4.0
291892178411,"Block Group, St. Louis County, Missouri",1923,769,78404,74,9.7,49,6.5,15,2.0,346,86,259,18.0,326,192,134,17.0,35.0,215,28.0,61,8.0,238,31.0,61,8.0,0,0.0,769,61,8.0,30,4.0
291892178412,"Block Group, St. Louis County, Missouri",1260,504,100591,48,9.7,32,6.5,10,2.0,226,56,170,18.0,214,126,88,17.0,35.0,141,28.0,40,8.0,156,31.0,40,8.0,0,0.0,504,40,8.0,20,4.0
291892178413,"Block Group, St. Louis County, Missouri",1079,431,58644,41,9.7,28,6.5,8,2.0,194,48,145,18.0,183,107,75,17.0,35.0,120,28.0,34,8.0,133,31.0,34,8.0,0,0.0,431,34,8.0,17,4.0
291892178511,"Block Group, St. Louis County, Missouri",1863,745,87653,72,9.7,48,6.5,14,2.0,335,83,251,18.0,316,186,130,17.0,35.0,208,28.0,59,8.0,230,31.0,59,8.0,0,0.0,745,59,8.0,29,4.0
291892178512,"Block Group, St. Louis County, Missouri",469,187,82108,18,9.7,12,6.5,3,2.0,84,21,63,18.0,79,46,32,17.0,35.0,52,28.0,14,8.0,57,31.0,14,8.0,0,0.0,187,15,8.0,7,4.0
291892178521,"Block Group, St. Louis County, Missouri",1177,470,107613,45,9.7,30,6.5,9,2.0,211,52,158,18.0,200,117,82,17.0,35.0,131,28.0,37,8.0,145,31.0,37,8.0,0,0.0,470,37,8.0,18,4.0
291892178522,"Block Group, St. Louis County, Missouri",1046,418,72729,40,9.7,27,6.5,8,2.0,188,47,141,18.0,177,104,73,17.0,35.0,117,28.0,33,8.0,129,31.0,33,8.0,0,0.0,418,33,8.0,16,4.0
291892178523,"Block Group, St. Louis County, Missouri",974,389,65630,37,9.7,25,6.5,7,2.0,175,43,131,18.0,165,97,68,17.0,35.0,108,28.0,31,8.0,120,31.0,31,8.0,0,0.0,389,31,8.0,15,4.0
291892178531,"Block Group, St. Louis County, Missouri",1058,423,59902,41,9.7,27,6.5,8,2.0,190,47,142,18.0,179,105,74,17.0,35.0,118,28.0,33,8.0,131,31.0,33,8.0,0,0.0,423,33,8.0,16,4.0
291892178532,"Block Group, St. Louis County, Missouri",925,370,57342,35,9.7,24,6.5,7,2.0,166,41,124,18.0,157,92,64,17.0,35.0,103,28.0,29,8.0,114,31.0,29,8.0,0,0.0,370,29,8.0,14,4.0
291892178533,"Block Group, St. Louis County, Missouri",738,295,58045,28,9.7,19,6.5,5,2.0,132,33,99,18.0,125,73,51,17.0,35.0,82,28.0,23,8.0,91,31.0,23,8.0,0,0.0,295,23,8.0,11,4.0
291892178541,"Block Group, St. Louis County, Missouri",1130,452,71185,43,9.7,29,6.5,9,2.0,203,50,152,18.0,192,113,79,17.0,35.0,126,28.0,36,8.0,140,31.0,36,8.0,0,0.0,452,36,8.0,18,4.0
291892179211,"Block Group, St. Louis County, Missouri",846,338,88615,32,9.7,21,6.5,6,2.0,152,38,114,18.0,143,84,59,17.0,35.0,94,28.0,27,8.0,104,31.0,27,8.0,0,0.0,338,27,8.0,13,4.0
291892179212,"Block Group, St. Louis County, Missouri",1320,528,74961,51,9.7,34,6.5,10,2.0,237,59,178,18.0,224,132,92,17.0,35.0,147,28.0,42,8.0,163,31.0,42,8.0,0,0.0,528,42,8.0,21,4.0
